EmployeeID,Name,Department,Salary,Age,Work_Experience
E1773,Employee_1773,HR,54050,59,23
E1774,Employee_1774,HR,50753,30,3
E1775,Employee_1775,Sales,84701,22,26
E1776,Employee_1776,HR,33882,60,29
E1777,Employee_1777,Finance,81805,35,29
E1778,Employee_1778,Marketing,71458,36,38
E1779,Employee_1779,Finance,81810,34,1
E1780,Employee_1780,Finance,45416,58,2
E1781,Employee_1781,IT,96920,41,18
E1782,Employee_1782,Marketing,78087,44,12
E1783,Employee_1783,Finance,65806,58,30
E1784,Employee_1784,Marketing,43849,27,36
E1785,Employee_1785,HR,82532,39,2
E1786,Employee_1786,IT,72114,30,12
E1787,Employee_1787,Finance,34937,36,1
E1788,Employee_1788,Finance,58982,50,17
E1789,Employee_1789,HR,32067,45,13
E1790,Employee_1790,Marketing,44152,45,37
E1791,Employee_1791,IT,79396,23,3
E1792,Employee_1792,IT,73699,43,35
E1793,Employee_1793,Marketing,82335,36,22
E1794,Employee_1794,HR,82379,45,37
E1795,Employee_1795,IT,63587,33,3
E1796,Employee_1796,IT,39432,22,27
E1797,Employee_1797,IT,76602,25,7
E1798,Employee_1798,Finance,45326,39,29
E1799,Employee_1799,HR,68899,47,9
E1800,Employee_1800,HR,44685,40,4
E1801,Employee_1801,Marketing,78362,59,3
E1802,Employee_1802,IT,95096,57,25
E1803,Employee_1803,IT,77554,60,29
E1804,Employee_1804,Marketing,67655,35,32
E1805,Employee_1805,Finance,64320,23,12
E1806,Employee_1806,IT,59541,46,30
E1807,Employee_1807,IT,35659,35,38
E1808,Employee_1808,HR,77509,25,17
E1809,Employee_1809,Sales,57371,36,37
E1810,Employee_1810,Finance,89899,30,39
E1811,Employee_1811,Marketing,47751,27,22
E1812,Employee_1812,HR,97191,32,20
E1813,Employee_1813,Finance,65280,59,22
E1814,Employee_1814,HR,97780,50,34
E1815,Employee_1815,Finance,53408,42,27
E1816,Employee_1816,Sales,58352,59,35
E1817,Employee_1817,Marketing,63799,49,1
E1818,Employee_1818,HR,40915,51,30
E1819,Employee_1819,Finance,33912,38,12
E1820,Employee_1820,Finance,74746,29,3
E1821,Employee_1821,HR,37885,31,20
E1822,Employee_1822,IT,79528,41,27
E1823,Employee_1823,Finance,91931,31,19
E1824,Employee_1824,Finance,85343,52,21
E1825,Employee_1825,Finance,54094,39,1
E1826,Employee_1826,HR,61011,24,3
E1827,Employee_1827,Sales,84606,28,35
E1828,Employee_1828,Sales,48467,53,25
E1829,Employee_1829,IT,54927,41,15
E1830,Employee_1830,Marketing,72173,36,35
E1831,Employee_1831,HR,83667,39,20
E1832,Employee_1832,Sales,57349,31,25
E1833,Employee_1833,IT,71786,33,17
E1834,Employee_1834,Sales,96236,50,16
E1835,Employee_1835,HR,88970,33,2
E1836,Employee_1836,Sales,64597,43,6
E1837,Employee_1837,Marketing,74399,40,35
E1838,Employee_1838,Sales,56383,52,3
E1839,Employee_1839,Marketing,82600,42,19
E1840,Employee_1840,Finance,92028,53,36
E1841,Employee_1841,HR,37643,52,18
E1842,Employee_1842,HR,70360,41,32
E1843,Employee_1843,HR,91548,58,39
E1844,Employee_1844,IT,67245,48,11
E1845,Employee_1845,IT,33028,50,10
E1846,Employee_1846,Finance,96170,24,16
E1847,Employee_1847,Marketing,30625,58,35
E1848,Employee_1848,Sales,82717,33,28
E1849,Employee_1849,Marketing,66133,51,32
E1850,Employee_1850,IT,95420,39,36
E1851,Employee_1851,Marketing,77356,51,10
E1852,Employee_1852,Marketing,36922,42,23
E1853,Employee_1853,Finance,35668,35,25
E1854,Employee_1854,Finance,94686,54,40
E1855,Employee_1855,HR,82873,45,8
E1856,Employee_1856,HR,53379,55,31
E1857,Employee_1857,IT,59403,32,5
E1858,Employee_1858,HR,95090,52,14
E1859,Employee_1859,Sales,58355,53,26
E1860,Employee_1860,IT,44601,38,33
E1861,Employee_1861,HR,92178,36,30
E1862,Employee_1862,Finance,48692,54,36
E1863,Employee_1863,IT,90101,46,35
E1864,Employee_1864,Sales,95700,58,33
E1865,Employee_1865,IT,83332,53,32
E1866,Employee_1866,HR,78301,25,19
E1867,Employee_1867,HR,38697,58,35
E1868,Employee_1868,IT,80042,38,24
E1869,Employee_1869,Marketing,83947,56,23
E1870,Employee_1870,Sales,81025,37,1
E1871,Employee_1871,Sales,69760,29,11
E1872,Employee_1872,Sales,66984,56,8
E1873,Employee_1873,Marketing,90070,48,1
E1874,Employee_1874,Finance,83153,52,4
E1875,Employee_1875,Sales,62492,54,28
E1876,Employee_1876,Finance,90467,30,13
E1877,Employee_1877,Sales,71854,34,33
E1878,Employee_1878,HR,97383,59,28
E1879,Employee_1879,Marketing,38489,42,19
E1880,Employee_1880,IT,34600,28,5
E1881,Employee_1881,Marketing,43210,60,18
E1882,Employee_1882,Finance,36625,24,13
E1883,Employee_1883,Marketing,63521,40,40
E1884,Employee_1884,Sales,79034,43,1
E1885,Employee_1885,Finance,79536,39,5
E1886,Employee_1886,Marketing,56352,43,35
E1887,Employee_1887,HR,53568,41,8
E1888,Employee_1888,Finance,34836,58,40
E1889,Employee_1889,IT,94089,32,7
E1890,Employee_1890,HR,47564,51,21
E1891,Employee_1891,Marketing,77897,24,24
E1892,Employee_1892,IT,94385,56,34
E1893,Employee_1893,HR,51804,22,12
E1894,Employee_1894,Sales,64223,24,3
E1895,Employee_1895,Finance,80795,44,23
E1896,Employee_1896,Marketing,41048,58,3
E1897,Employee_1897,Marketing,30058,45,29
E1898,Employee_1898,IT,37225,33,29
E1899,Employee_1899,Sales,37272,46,3
E1900,Employee_1900,IT,62594,44,4
E1901,Employee_1901,Marketing,30564,23,25
E1902,Employee_1902,Marketing,38827,59,17
E1903,Employee_1903,Sales,42483,57,10
E1904,Employee_1904,Marketing,71778,24,21
E1905,Employee_1905,HR,35500,56,2
E1906,Employee_1906,HR,93203,26,26
E1907,Employee_1907,IT,51826,27,12
E1908,Employee_1908,Finance,59977,50,2
E1909,Employee_1909,Sales,60929,34,3
E1910,Employee_1910,Marketing,66093,28,10
E1911,Employee_1911,Marketing,88561,46,5
E1912,Employee_1912,Marketing,30725,55,8
E1913,Employee_1913,Finance,55275,43,8
E1914,Employee_1914,Finance,53681,42,18
E1915,Employee_1915,Marketing,61155,29,30
E1916,Employee_1916,IT,63419,29,37
E1917,Employee_1917,Finance,90841,35,33
E1918,Employee_1918,Sales,78010,48,22
E1919,Employee_1919,IT,57278,22,1
E1920,Employee_1920,Finance,68033,59,28
E1921,Employee_1921,Sales,78894,51,5
E1922,Employee_1922,Marketing,77342,24,25
E1923,Employee_1923,Sales,94934,59,2
E1924,Employee_1924,Marketing,44435,24,32
E1925,Employee_1925,Sales,85034,29,9
E1926,Employee_1926,Finance,87996,45,38
E1927,Employee_1927,Finance,45903,42,31
E1928,Employee_1928,Finance,53951,41,28
E1929,Employee_1929,Finance,52819,56,25
E1930,Employee_1930,Sales,32842,42,18
E1931,Employee_1931,HR,98395,35,30
E1932,Employee_1932,IT,65771,24,21
E1933,Employee_1933,HR,43687,31,3
E1934,Employee_1934,Marketing,95853,58,36
E1935,Employee_1935,HR,61122,42,24
E1936,Employee_1936,Marketing,87559,46,29
E1937,Employee_1937,HR,71888,43,35
E1938,Employee_1938,Marketing,51794,43,28
E1939,Employee_1939,Finance,90281,34,20
E1940,Employee_1940,Finance,36858,39,32
E1941,Employee_1941,Marketing,95344,56,3
E1942,Employee_1942,Finance,67770,54,1
E1943,Employee_1943,IT,84161,53,36
E1944,Employee_1944,IT,40853,33,23
E1945,Employee_1945,Finance,88241,45,24
E1946,Employee_1946,HR,40911,36,15
E1947,Employee_1947,IT,71783,52,25
E1948,Employee_1948,Sales,86202,27,22
E1949,Employee_1949,Finance,81331,28,1
E1950,Employee_1950,Finance,70880,25,32
E1951,Employee_1951,Marketing,31190,33,26
E1952,Employee_1952,HR,60451,35,5
E1953,Employee_1953,HR,64445,46,8
E1954,Employee_1954,Finance,66638,60,27
E1955,Employee_1955,Finance,94334,42,33
E1956,Employee_1956,Sales,88261,57,15
E1957,Employee_1957,HR,78353,23,19
E1958,Employee_1958,HR,75332,40,27
E1959,Employee_1959,HR,85185,28,11
E1960,Employee_1960,Finance,86605,40,8
E1961,Employee_1961,Sales,37230,46,14
E1962,Employee_1962,Finance,47101,41,24
E1963,Employee_1963,HR,94720,45,39
E1964,Employee_1964,HR,69865,28,6
E1965,Employee_1965,Sales,68758,39,6
E1966,Employee_1966,Sales,89785,37,23
E1967,Employee_1967,Sales,68138,52,8
E1968,Employee_1968,HR,32675,29,35
E1969,Employee_1969,Sales,51869,51,32
E1970,Employee_1970,IT,61546,55,35
E1971,Employee_1971,HR,80633,23,6
E1972,Employee_1972,HR,43123,51,34
E1973,Employee_1973,Marketing,43390,27,19
E1974,Employee_1974,IT,77161,44,2
E1975,Employee_1975,Finance,88360,32,21
E1976,Employee_1976,IT,65531,38,7
E1977,Employee_1977,Sales,86164,40,5
E1978,Employee_1978,Sales,49864,40,20
E1979,Employee_1979,HR,87951,45,23
E1980,Employee_1980,Finance,64900,51,26
E1981,Employee_1981,Finance,79383,44,19
E1982,Employee_1982,IT,40282,41,12
E1983,Employee_1983,Sales,51903,25,15
E1984,Employee_1984,Sales,84212,37,38
E1985,Employee_1985,Marketing,94190,34,1
E1986,Employee_1986,Marketing,99549,35,6
E1987,Employee_1987,HR,32949,48,21
E1988,Employee_1988,HR,83341,52,23
E1989,Employee_1989,HR,82037,37,8
E1990,Employee_1990,HR,85480,57,7
E1991,Employee_1991,Finance,38162,59,22
E1992,Employee_1992,Finance,97152,41,6
E1993,Employee_1993,Finance,70960,28,37
E1994,Employee_1994,HR,98465,31,26
E1995,Employee_1995,IT,33413,23,22
E1996,Employee_1996,Marketing,84349,29,40
E1997,Employee_1997,HR,63337,51,6
E1998,Employee_1998,IT,98261,30,32
E1999,Employee_1999,HR,58033,27,29
E2000,Employee_2000,Finance,50356,54,1
E2001,Employee_2001,IT,62286,48,31
E2002,Employee_2002,IT,97350,50,39
E2003,Employee_2003,Marketing,56550,32,15
E2004,Employee_2004,HR,67312,53,22
E2005,Employee_2005,Marketing,99251,52,17
E2006,Employee_2006,Marketing,97405,37,16
E2007,Employee_2007,Marketing,96000,59,31
E2008,Employee_2008,IT,70290,24,5
E2009,Employee_2009,Sales,49489,46,37
E2010,Employee_2010,IT,41092,36,9
E2011,Employee_2011,Finance,58444,58,39
E2012,Employee_2012,IT,66380,44,37
E2013,Employee_2013,IT,84403,51,37
E2014,Employee_2014,Finance,61857,35,19
E2015,Employee_2015,HR,88198,41,20
E2016,Employee_2016,HR,95760,52,37
E2017,Employee_2017,HR,37586,35,35
E2018,Employee_2018,HR,65497,36,2
E2019,Employee_2019,Sales,86951,45,9
E2020,Employee_2020,Marketing,83983,28,11
E2021,Employee_2021,Finance,57766,41,36
E2022,Employee_2022,Finance,60601,40,9
E2023,Employee_2023,Finance,52639,33,27
E2024,Employee_2024,IT,45028,53,40
E2025,Employee_2025,Marketing,89856,35,28
E2026,Employee_2026,Marketing,32624,60,24
E2027,Employee_2027,Finance,37674,57,37
E2028,Employee_2028,IT,48333,30,4
E2029,Employee_2029,HR,47234,39,32
E2030,Employee_2030,IT,53544,59,2
E2031,Employee_2031,Finance,38578,41,1
E2032,Employee_2032,Marketing,62797,22,24
E2033,Employee_2033,Finance,93955,25,39
E2034,Employee_2034,Sales,72562,50,31
E2035,Employee_2035,IT,98659,34,19
E2036,Employee_2036,HR,31266,48,27
E2037,Employee_2037,Finance,80581,48,36
E2038,Employee_2038,Finance,55170,41,24
E2039,Employee_2039,HR,81929,39,6
E2040,Employee_2040,HR,93853,44,28
E2041,Employee_2041,HR,44628,60,16
E2042,Employee_2042,Sales,70228,36,2
E2043,Employee_2043,Finance,69465,47,12
E2044,Employee_2044,Marketing,52310,54,6
E2045,Employee_2045,HR,59445,44,39
E2046,Employee_2046,HR,42586,22,22
E2047,Employee_2047,IT,72428,25,21
E2048,Employee_2048,HR,93749,59,5
E2049,Employee_2049,Marketing,53422,31,29
E2050,Employee_2050,Sales,88957,24,32
E2051,Employee_2051,Finance,52597,34,18
E2052,Employee_2052,IT,88554,51,33
E2053,Employee_2053,Sales,84701,34,12
E2054,Employee_2054,HR,90484,37,23
E2055,Employee_2055,Marketing,33630,42,20
E2056,Employee_2056,Sales,36934,24,15
E2057,Employee_2057,Finance,97307,57,3
E2058,Employee_2058,Marketing,38154,39,9
E2059,Employee_2059,Finance,34646,43,19
E2060,Employee_2060,Sales,66156,40,22
E2061,Employee_2061,Finance,80499,39,35
E2062,Employee_2062,Marketing,68807,35,7
E2063,Employee_2063,IT,52184,42,14
E2064,Employee_2064,IT,43893,24,25
E2065,Employee_2065,HR,84940,45,37
E2066,Employee_2066,HR,41759,34,40
E2067,Employee_2067,HR,66925,36,23
E2068,Employee_2068,Finance,74796,39,30
E2069,Employee_2069,Marketing,60830,32,7
E2070,Employee_2070,IT,69163,34,19
E2071,Employee_2071,Finance,94198,22,9
E2072,Employee_2072,IT,33254,28,16
E2073,Employee_2073,Sales,48405,40,25
E2074,Employee_2074,Sales,68532,58,15
E2075,Employee_2075,IT,64259,58,21
E2076,Employee_2076,IT,97244,32,30
E2077,Employee_2077,Marketing,30509,29,38
E2078,Employee_2078,IT,65086,55,37
E2079,Employee_2079,IT,38871,43,16
E2080,Employee_2080,HR,55358,52,35
E2081,Employee_2081,Sales,46416,23,16
E2082,Employee_2082,IT,96325,35,8
E2083,Employee_2083,Marketing,87233,33,3
E2084,Employee_2084,Sales,93927,58,26
E2085,Employee_2085,IT,41061,41,12
E2086,Employee_2086,Finance,87792,37,15
E2087,Employee_2087,Finance,59100,35,30
E2088,Employee_2088,HR,91843,49,5
E2089,Employee_2089,Sales,37294,36,24
E2090,Employee_2090,Finance,39131,40,36
E2091,Employee_2091,Finance,91100,45,29
E2092,Employee_2092,HR,48540,30,23
E2093,Employee_2093,Sales,63169,51,10
E2094,Employee_2094,Finance,51303,42,5
E2095,Employee_2095,Sales,39311,40,31
E2096,Employee_2096,Sales,64128,38,32
E2097,Employee_2097,HR,30403,53,28
E2098,Employee_2098,Marketing,42582,34,37
E2099,Employee_2099,IT,61028,60,8
E2100,Employee_2100,Finance,55609,46,22
E2101,Employee_2101,IT,78901,37,16
E2102,Employee_2102,Finance,52169,46,25
E2103,Employee_2103,Marketing,96287,58,29
E2104,Employee_2104,HR,75307,41,14
E2105,Employee_2105,Marketing,90917,45,20
E2106,Employee_2106,Finance,36190,42,33
E2107,Employee_2107,IT,58057,49,20
E2108,Employee_2108,HR,95276,55,26
E2109,Employee_2109,Sales,38356,48,9
E2110,Employee_2110,IT,94123,57,31
E2111,Employee_2111,Sales,75995,56,9
E2112,Employee_2112,Sales,64738,26,14
E2113,Employee_2113,HR,53580,33,3
E2114,Employee_2114,IT,31792,30,26
E2115,Employee_2115,IT,89932,58,27
E2116,Employee_2116,Sales,95223,57,20
E2117,Employee_2117,Finance,30496,26,24
E2118,Employee_2118,Marketing,58061,52,12
E2119,Employee_2119,Sales,70677,32,5
E2120,Employee_2120,Marketing,66812,33,40
E2121,Employee_2121,Finance,85115,59,13
E2122,Employee_2122,IT,46886,43,31
E2123,Employee_2123,Finance,33519,34,1
E2124,Employee_2124,Sales,72738,56,38
E2125,Employee_2125,Sales,63642,39,13
E2126,Employee_2126,HR,42040,60,39
E2127,Employee_2127,IT,78580,45,37
E2128,Employee_2128,Finance,43408,59,20
E2129,Employee_2129,HR,82531,34,3
E2130,Employee_2130,IT,78953,57,15
E2131,Employee_2131,IT,65791,35,34
E2132,Employee_2132,Finance,93852,22,11
E2133,Employee_2133,HR,94042,42,32
E2134,Employee_2134,Sales,78441,49,27
E2135,Employee_2135,HR,78954,37,6
E2136,Employee_2136,HR,82619,42,6
E2137,Employee_2137,Sales,48839,49,11
E2138,Employee_2138,Marketing,33044,31,6
E2139,Employee_2139,Marketing,53157,24,4
E2140,Employee_2140,Sales,89156,39,25
E2141,Employee_2141,HR,64404,59,4
E2142,Employee_2142,Marketing,35198,39,9
E2143,Employee_2143,Sales,89199,47,15
E2144,Employee_2144,HR,54966,25,21
E2145,Employee_2145,Marketing,77748,44,5
E2146,Employee_2146,Marketing,47020,47,27
E2147,Employee_2147,IT,90644,45,22
E2148,Employee_2148,IT,75082,32,19
E2149,Employee_2149,Finance,31197,31,4
E2150,Employee_2150,IT,46480,52,30
E2151,Employee_2151,Marketing,30525,55,8
E2152,Employee_2152,Sales,93951,55,11
E2153,Employee_2153,Marketing,54508,42,5
E2154,Employee_2154,Finance,71960,51,2
E2155,Employee_2155,Marketing,39169,25,15
E2156,Employee_2156,HR,88364,48,8
E2157,Employee_2157,Marketing,31518,30,18
E2158,Employee_2158,Marketing,97474,45,28
E2159,Employee_2159,Marketing,70241,44,32
E2160,Employee_2160,HR,83820,56,22
E2161,Employee_2161,Sales,65642,28,31
E2162,Employee_2162,Finance,92712,47,26
E2163,Employee_2163,Sales,38420,55,8
E2164,Employee_2164,Marketing,41253,53,14
E2165,Employee_2165,Sales,60015,32,35
E2166,Employee_2166,Marketing,88378,42,1
E2167,Employee_2167,Marketing,92835,40,8
E2168,Employee_2168,Sales,76684,29,34
E2169,Employee_2169,Finance,88008,45,8
E2170,Employee_2170,HR,33257,36,11
E2171,Employee_2171,Finance,69755,42,38
E2172,Employee_2172,HR,35721,36,15
E2173,Employee_2173,HR,92811,49,15
E2174,Employee_2174,IT,70290,52,28
E2175,Employee_2175,Finance,34116,58,15
E2176,Employee_2176,IT,63909,55,39
E2177,Employee_2177,Marketing,96627,24,9
E2178,Employee_2178,HR,84512,54,11
E2179,Employee_2179,HR,72449,45,29
E2180,Employee_2180,Sales,67427,25,34
E2181,Employee_2181,Sales,38324,25,31
E2182,Employee_2182,IT,91361,41,22
E2183,Employee_2183,Marketing,59817,37,26
E2184,Employee_2184,Sales,66191,29,7
E2185,Employee_2185,IT,36835,45,21
E2186,Employee_2186,Marketing,90881,27,2
E2187,Employee_2187,Sales,63148,30,34
E2188,Employee_2188,Marketing,77419,55,12
E2189,Employee_2189,HR,82254,55,16
E2190,Employee_2190,Marketing,60846,45,6
E2191,Employee_2191,Sales,53300,53,7
E2192,Employee_2192,HR,77642,23,31
E2193,Employee_2193,HR,65943,48,19
E2194,Employee_2194,Finance,84670,25,29
E2195,Employee_2195,Marketing,95968,26,14
E2196,Employee_2196,Sales,81310,55,1
E2197,Employee_2197,HR,89421,58,20
E2198,Employee_2198,IT,42435,36,1
E2199,Employee_2199,Sales,87362,58,29
E2200,Employee_2200,HR,80711,48,39
E2201,Employee_2201,Sales,34164,54,33
E2202,Employee_2202,Marketing,97090,27,22
E2203,Employee_2203,Marketing,87992,53,10
E2204,Employee_2204,HR,38110,47,18
E2205,Employee_2205,Sales,45528,55,23
E2206,Employee_2206,Finance,32613,29,11
E2207,Employee_2207,IT,49392,56,30
E2208,Employee_2208,Marketing,32797,59,26
E2209,Employee_2209,Sales,43584,59,27
E2210,Employee_2210,IT,98413,48,29
E2211,Employee_2211,IT,97769,56,3
E2212,Employee_2212,Sales,90238,55,39
E2213,Employee_2213,IT,88033,39,22
E2214,Employee_2214,IT,39651,44,32
E2215,Employee_2215,Sales,80466,30,12
E2216,Employee_2216,HR,85627,55,25
E2217,Employee_2217,Sales,98527,27,30
E2218,Employee_2218,Finance,93542,26,25
E2219,Employee_2219,Sales,90225,45,22
E2220,Employee_2220,HR,51533,30,21
E2221,Employee_2221,Marketing,58624,48,4
E2222,Employee_2222,HR,72722,56,40
E2223,Employee_2223,IT,65470,33,12
E2224,Employee_2224,Sales,57711,48,12
E2225,Employee_2225,Sales,83224,43,24
E2226,Employee_2226,Sales,33904,52,17
E2227,Employee_2227,Finance,44716,58,19
E2228,Employee_2228,Sales,34604,43,38
E2229,Employee_2229,HR,93430,27,15
E2230,Employee_2230,HR,70880,38,24
E2231,Employee_2231,IT,47902,59,23
E2232,Employee_2232,IT,86097,36,39
E2233,Employee_2233,Sales,39553,44,18
E2234,Employee_2234,IT,69244,40,28
E2235,Employee_2235,IT,85337,52,31
E2236,Employee_2236,Sales,68265,55,10
E2237,Employee_2237,IT,30814,22,11
E2238,Employee_2238,Finance,91062,25,5
E2239,Employee_2239,Finance,98543,39,5
E2240,Employee_2240,Marketing,53376,41,2
E2241,Employee_2241,Finance,67507,22,1
E2242,Employee_2242,Finance,96846,50,3
E2243,Employee_2243,IT,40465,53,24
E2244,Employee_2244,Sales,55655,29,23
E2245,Employee_2245,IT,82486,40,16
E2246,Employee_2246,HR,70943,40,37
E2247,Employee_2247,IT,59647,34,10
E2248,Employee_2248,HR,99067,29,3
E2249,Employee_2249,HR,56769,22,39
E2250,Employee_2250,Finance,91768,58,1
E2251,Employee_2251,IT,76645,41,39
E2252,Employee_2252,HR,37320,22,39
E2253,Employee_2253,Sales,75965,33,4
E2254,Employee_2254,Finance,94994,27,7
E2255,Employee_2255,Marketing,47025,27,11
E2256,Employee_2256,Sales,71795,51,18
E2257,Employee_2257,IT,69272,22,3
E2258,Employee_2258,Sales,59028,26,5
E2259,Employee_2259,IT,56076,26,34
E2260,Employee_2260,Finance,80581,32,30
E2261,Employee_2261,Sales,47919,24,31
E2262,Employee_2262,Finance,94651,56,22
E2263,Employee_2263,Marketing,91425,53,15
E2264,Employee_2264,HR,42817,27,23
E2265,Employee_2265,Finance,78748,26,19
E2266,Employee_2266,Marketing,82626,41,39
E2267,Employee_2267,IT,73171,40,11
E2268,Employee_2268,Finance,98365,60,22
E2269,Employee_2269,Finance,31692,39,33
E2270,Employee_2270,Marketing,65715,48,38
E2271,Employee_2271,Sales,75499,28,9
E2272,Employee_2272,IT,97051,26,13
E2273,Employee_2273,HR,93505,30,30
E2274,Employee_2274,Sales,78470,24,5
E2275,Employee_2275,HR,46831,58,9
E2276,Employee_2276,HR,39915,54,20
E2277,Employee_2277,Sales,55493,26,24
E2278,Employee_2278,HR,73513,57,22
E2279,Employee_2279,IT,90840,40,21
E2280,Employee_2280,HR,74149,32,15
E2281,Employee_2281,Marketing,84843,26,22
E2282,Employee_2282,Sales,43835,42,12
E2283,Employee_2283,HR,99159,35,7
E2284,Employee_2284,Marketing,74650,38,33
E2285,Employee_2285,Finance,69255,50,13
E2286,Employee_2286,Marketing,86532,46,31
E2287,Employee_2287,Sales,39699,58,2
E2288,Employee_2288,IT,61620,57,37
E2289,Employee_2289,Marketing,52972,29,1
E2290,Employee_2290,HR,57351,50,25
E2291,Employee_2291,HR,85093,57,29
E2292,Employee_2292,IT,79497,51,1
E2293,Employee_2293,Sales,78752,45,8
E2294,Employee_2294,HR,67117,41,38
E2295,Employee_2295,HR,35944,37,40
E2296,Employee_2296,Marketing,44953,24,40
E2297,Employee_2297,HR,81906,24,39
E2298,Employee_2298,IT,64756,53,15
E2299,Employee_2299,Sales,43612,30,31
E2300,Employee_2300,Marketing,58257,50,19
E2301,Employee_2301,IT,32843,36,10
E2302,Employee_2302,HR,85218,40,22
E2303,Employee_2303,Finance,60464,60,20
E2304,Employee_2304,Sales,86476,26,39
E2305,Employee_2305,IT,37264,26,6
E2306,Employee_2306,Marketing,97615,57,7
E2307,Employee_2307,Finance,38754,41,34
E2308,Employee_2308,Sales,44316,38,34
E2309,Employee_2309,Marketing,53207,32,31
E2310,Employee_2310,HR,36836,44,26
E2311,Employee_2311,HR,64862,46,11
E2312,Employee_2312,IT,36592,40,35
E2313,Employee_2313,HR,75587,29,28
E2314,Employee_2314,Finance,64548,46,2
E2315,Employee_2315,HR,75102,24,15
E2316,Employee_2316,HR,44509,36,31
E2317,Employee_2317,Marketing,72412,35,40
E2318,Employee_2318,Finance,57911,55,39
E2319,Employee_2319,Finance,44119,42,27
E2320,Employee_2320,HR,46266,33,29
E2321,Employee_2321,IT,53554,27,12
E2322,Employee_2322,Sales,42135,24,10
E2323,Employee_2323,Marketing,33414,43,4
E2324,Employee_2324,Finance,62805,30,19
E2325,Employee_2325,Finance,85208,51,4
E2326,Employee_2326,IT,87057,38,22
E2327,Employee_2327,IT,39467,39,34
E2328,Employee_2328,Marketing,86884,45,29
E2329,Employee_2329,HR,92372,40,26
E2330,Employee_2330,Sales,99416,48,13
E2331,Employee_2331,Finance,56965,22,5
E2332,Employee_2332,IT,71885,58,24
E2333,Employee_2333,Sales,77104,36,15
E2334,Employee_2334,Finance,52206,46,15
E2335,Employee_2335,Sales,49298,46,31
E2336,Employee_2336,Marketing,48988,55,8
E2337,Employee_2337,HR,96099,56,34
E2338,Employee_2338,Finance,57938,31,37
E2339,Employee_2339,IT,63739,44,12
E2340,Employee_2340,Marketing,81232,55,6
E2341,Employee_2341,Marketing,68450,23,10
E2342,Employee_2342,Marketing,83074,28,29
E2343,Employee_2343,Finance,80002,33,11
E2344,Employee_2344,HR,55721,52,27
E2345,Employee_2345,Finance,48431,53,23
E2346,Employee_2346,Finance,64107,52,19
E2347,Employee_2347,Finance,47792,48,5
E2348,Employee_2348,HR,68370,37,30
E2349,Employee_2349,Finance,70494,22,38
E2350,Employee_2350,IT,60040,43,13
E2351,Employee_2351,Finance,33055,60,33
E2352,Employee_2352,Sales,83986,47,5
E2353,Employee_2353,IT,51637,49,5
E2354,Employee_2354,Finance,72591,30,30
E2355,Employee_2355,IT,81105,34,24
E2356,Employee_2356,IT,57859,48,31
E2357,Employee_2357,Finance,91741,35,8
E2358,Employee_2358,Marketing,40308,32,36
E2359,Employee_2359,Sales,83785,27,25
E2360,Employee_2360,Finance,40643,23,24
E2361,Employee_2361,Sales,39626,45,1
E2362,Employee_2362,IT,39822,48,32
E2363,Employee_2363,Sales,64887,39,8
E2364,Employee_2364,Finance,97800,55,18
E2365,Employee_2365,HR,38928,52,38
E2366,Employee_2366,Finance,52936,60,37
E2367,Employee_2367,Marketing,87344,59,40
E2368,Employee_2368,Sales,72719,53,22
E2369,Employee_2369,HR,96326,55,40
E2370,Employee_2370,IT,52496,41,15
E2371,Employee_2371,Marketing,48692,37,21
E2372,Employee_2372,IT,84147,46,16
E2373,Employee_2373,HR,78333,26,33
E2374,Employee_2374,Finance,66759,59,7
E2375,Employee_2375,Finance,84343,44,40
E2376,Employee_2376,Sales,85732,39,24
E2377,Employee_2377,Sales,91385,23,7
E2378,Employee_2378,IT,31329,57,15
E2379,Employee_2379,Marketing,99767,39,34
E2380,Employee_2380,Sales,51485,26,35
E2381,Employee_2381,Finance,54065,46,15
E2382,Employee_2382,Sales,47370,35,25
E2383,Employee_2383,Finance,63935,47,23
E2384,Employee_2384,IT,36247,25,33
E2385,Employee_2385,Sales,45999,49,5
E2386,Employee_2386,Marketing,45419,55,20
E2387,Employee_2387,Finance,56974,29,35
E2388,Employee_2388,Finance,50874,40,13
E2389,Employee_2389,Marketing,31761,24,24
E2390,Employee_2390,Marketing,97304,56,31
E2391,Employee_2391,Finance,66598,28,40
E2392,Employee_2392,Finance,95942,47,17
E2393,Employee_2393,Finance,95946,45,34
E2394,Employee_2394,HR,77514,36,12
E2395,Employee_2395,IT,37124,30,36
E2396,Employee_2396,Finance,42335,54,11
E2397,Employee_2397,Marketing,83716,46,39
E2398,Employee_2398,Marketing,77209,49,2
E2399,Employee_2399,Sales,62465,35,19
E2400,Employee_2400,Sales,87615,57,6
E2401,Employee_2401,HR,49201,32,38
E2402,Employee_2402,Finance,63415,35,26
E2403,Employee_2403,IT,60025,27,39
E2404,Employee_2404,Sales,86651,39,8
E2405,Employee_2405,IT,49779,28,28
E2406,Employee_2406,Sales,95765,43,11
E2407,Employee_2407,Marketing,49697,43,10
E2408,Employee_2408,Sales,99251,50,22
E2409,Employee_2409,Marketing,49456,60,11
E2410,Employee_2410,Sales,45302,32,16
E2411,Employee_2411,Finance,32519,32,34
E2412,Employee_2412,IT,63929,31,10
E2413,Employee_2413,Finance,34961,29,15
